work_id,title,original_topic_id,cluster_id,action,reason,cosine_to_centroid
https://openalex.org/W2520495266,ペットボトル分別に伴う“煩わしさ”の定量的評価に関する研究,T14423,,unassigned,no_shared_vocabulary,
https://openalex.org/W2547411247,试从中美两民族思维差异分析＂中国通＂现象,T14423,,unassigned,no_shared_vocabulary,
https://openalex.org/W2555492707,衡阳农信的“金字招牌”——湖南省衡阳市雁峰区联社内控建设聚焦,T14423,,unassigned,no_shared_vocabulary,
https://openalex.org/W2579340381,Воспитание толерантности к дошкольникам с ОВЗ в условиях детского сада,T14423,T14423.C03,propose_split,,0.067670397960212
https://openalex.org/W2587552400,書評 橋本繁著『韓国古代木簡の研究』,T14423,,unassigned,no_shared_vocabulary,
https://openalex.org/W2591774284,آیوروده یا طب سنتی هند در متون ختنی,T14423,T14423.C03,propose_split,,0.373632675052553
https://openalex.org/W2610376508,【危険な波形の正体を暴け！ 心電図ファイル】 頻回に動悸を訴える女性,T14423,,unassigned,no_shared_vocabulary,
https://openalex.org/W2618700952,МАТЕРИАЛЬНОСТЬ КАК ФУНДАМЕНТАЛЬНАЯ СОСТАВЛЯЮЩАЯ ЧЕЛОВЕЧЕСКОЙ СУЩНОСТИ,T14423,,unassigned,no_shared_vocabulary,
https://openalex.org/W265209268,"26pPSA-34 Al_xGa_1-xAS/ALAs量子細線における励起子拡散の観測(26pPSA,領域5(光物性分野))",T14423,,unassigned,no_shared_vocabulary,
https://openalex.org/W2735700141,Основные экологические проблемы Северо-Запада России,T14423,T14423.C03,propose_split,,0.14314691952573608
https://openalex.org/W2738078980,Гистологическая характеристика железистого и мышечного желудков петухов породы плимутрок в постэмбриональном онтогенезе,T14423,,unassigned,no_shared_vocabulary,
https://openalex.org/W2742304817,教育情報(No.1112)東京都が推進する「オリパラ教育」,T14423,,unassigned,no_shared_vocabulary,
https://openalex.org/W2742785608,"Организация и проведение круглого стола в рамках духовно-нравственного воспитания учащихся 5–8 классов по теме «Жизненный путь человека по житию святого», посвященного 700-летию преподобного Сергия Радонежского",T14423,T14423.C03,propose_split,,0.19251912316856254
https://openalex.org/W2742996194,鹿児島湾 深奥な魅力を探る 鹿児島湾における海岸漂着ごみと海底堆積ごみ,T14423,,unassigned,no_shared_vocabulary,
https://openalex.org/W2745398401,1種の脚ロボットシミュレーション運転システムの研究と実現【JST・京大機械翻訳】,T14423,T14423.C01,propose_split,,1.0000000000000002
https://openalex.org/W2745399207,Особенности течения аутосомно-рецессивного поликистоза почек у детей,T14423,T14423.C03,propose_split,,0.18822229365920817
https://openalex.org/W2745806452,Pbチオラートの存在下における汎用PbS量子ドットでの配位子交換システム【Powered by NICT】,T14423,T14423.C03,propose_split,,0.20301119388063596
https://openalex.org/W2746185349,時間遅延のある協調システムの解析:輸送システムへの応用【Powered by NICT】,T14423,T14423.C03,propose_split,,0.20301119388063596
https://openalex.org/W2747678655,高齢者が訴えるかぜ症状 高齢者が訴える「かぜ症状」とおくすりQ&A 13 鎮咳薬は必要?他の対処法はない?,T14423,,unassigned,no_shared_vocabulary,
https://openalex.org/W2748778836,DAIYUNの異なるタイプの植物群落の種多様性と安定性の研究【JST・京大機械翻訳】,T14423,T14423.C01,propose_split,,1.0000000000000002
https://openalex.org/W2751014821,"海外に見る容器包装最新事情 第20回 機能性と戦略性をもつパウチは今後も成長を続ける(2)―硬質容器(ガラス,金属,プラスチック容器)からも目が離せない",T14423,,unassigned,no_shared_vocabulary,
https://openalex.org/W2751178699,975nmのレーザダイオードによって励起された時の異なる濃度でのイッテルビウム(III)の非ドープおよびドープしたけい酸イットリウムナノ粉末によるスペクトル特性と白色光発生【Powered by NICT】,T14423,T14423.C03,propose_split,,0.20301119388063596
https://openalex.org/W2752651016,بیبلیومتریکس، آلتمتریکس و تأثیر پژوهش؛ راهنمای کتابداران در قرن 21,T14423,T14423.C03,propose_split,,0.373632675052553
https://openalex.org/W2755208327,実地診療で遭遇する胆膵疾患 ガイドラインに基づいた実地医家のためのオーバービュー 膵癌早期診断と治療の進歩―膵癌診療ガイドラインの改訂―,T14423,,unassigned,no_shared_vocabulary,
https://openalex.org/W2762633477,مدلسازی سینتیک خشککردن لایهنازک قارچ دکمهای توسط هوای داغ با استفاده از الگوریتم ژنتیک- شبکه عصبی مصنوعی,T14423,T14423.C03,propose_split,,0.17173314759978506
https://openalex.org/W2766560391,Зарубежные интеграционные проекты на постсоветском пространстве,T14423,T14423.C02,propose_split,,0.9596482889747502
https://openalex.org/W2767720491,"«Di Rusn!»: Евреи Западной Белоруссии встречают Красную армию, 1939-1941 гг.",T14423,T14423.C03,propose_split,,0.1608436029717325
https://openalex.org/W2771431944,Актуальные проблемы современного терминоведения,T14423,T14423.C03,propose_split,,0.11552059524347023
https://openalex.org/W2784528312,К ВОПРОСУ О МЕТОДОЛОГИИ АНАЛИЗА МЕХАНИЗМОВ МИФОЛОГИЧЕСКОГО МЫШЛЕНИЯ,T14423,,unassigned,no_shared_vocabulary,
https://openalex.org/W2786307188,Чехов. Дама с собачкой,T14423,,unassigned,no_shared_vocabulary,
https://openalex.org/W2790312570,Физминутки на уроках в начальной школе,T14423,T14423.C02,propose_split,,0.9596482889747502
https://openalex.org/W2793865482,تأثیرآموزش مهارتهای تحصیلی-حرفهای بر ادراک دانشجویان از محیط آموزشی در دانشگاه علوم پزشکی اصفهان,T14423,T14423.C03,propose_split,,0.3349031252919792
https://openalex.org/W2808952479,建設機械の変遷 バッチャープラントの変遷=日本のコンクリートプラント進化の歴史=,T14423,,unassigned,no_shared_vocabulary,
https://openalex.org/W285022521,『皮子文薮』所収「鹿門隠書」について,T14423,,unassigned,no_shared_vocabulary,
https://openalex.org/W288653162,薪火相传 继往开来——写给西南大学美术学院的艺术家们,T14423,,unassigned,no_shared_vocabulary,
https://openalex.org/W289161008,2375 多入力地震波を受ける構造物の応答特性について : その7 振動実験による数値計算モデルの検討,T14423,T14423.C03,propose_split,,0.135340795920424
https://openalex.org/W2892733011,بررسی میزان هیستامین، تیوباربیوتوریک اسید و ازت فرار کل در کنسرو تون ماهی تولید شده در برخی کارخانههای شهرک صنعتی کنارک,T14423,T14423.C03,propose_split,,0.373632675052553
https://openalex.org/W2895005398,应用课程基地资源进行高中数学教学的实践与思考——以江苏省“数字化高中数学课程基地”为例,T14423,,unassigned,no_shared_vocabulary,
https://openalex.org/W2908459654,الحاجات الإرشادية لمعلمي الابتدائي خرجي المدارس العليا,T14423,T14423.C03,propose_split,,0.09879837415785157
https://openalex.org/W2917842156,技術・技術者・技術教育の問題-3-,T14423,T14423.C03,propose_split,,0.135340795920424
https://openalex.org/W2921701032,손자녀 양육지원을 거부한조모의 경험에 관한 연구,T14423,T14423.C03,propose_split,,0.24249663692701207
https://openalex.org/W2942859866,Моделирование полета и разрушения болида Бенешов,T14423,T14423.C03,propose_split,,0.135340795920424
https://openalex.org/W2948834608,Тенденции развития словенского либерализма в конце xix – начале XX в,T14423,T14423.C03,propose_split,,0.11113025784108987
https://openalex.org/W2950360064,Особенности правовой защиты нематериальных благ по современному законодательству Монголии,T14423,T14423.C03,propose_split,,0.21102359583644756
https://openalex.org/W2951023163,Жизнь и творчество поэта михаила Белозёрова,T14423,,unassigned,no_shared_vocabulary,
https://openalex.org/W2952211641,Интеграция кафедр вузов и предприятий - целесообразная форма консолидации сил и средств по разработке бакалаврских работ,T14423,T14423.C03,propose_split,,0.17117512063114418
https://openalex.org/W2956003399,"Детерминация мер уголовной ответственности за деяния, направленные на совершение самоубийства другим лицом",T14423,T14423.C02,propose_split,,0.9596482889747502
https://openalex.org/W2962014851,«ЗАМАНА» АГЫМЫНЫН ИЗИЛДЕНИШИ,T14423,,unassigned,no_shared_vocabulary,
https://openalex.org/W2964091901,"Технология ""vector tile""",T14423,,unassigned,no_shared_vocabulary,
https://openalex.org/W2968939044,샘플링이 소비자 구매의도에 미치는 효과: 소비자 특성의 조절효과,T14423,T14423.C03,propose_split,,0.188985590345517
https://openalex.org/W2970682589,마르크스의 초기 저작과 함께 『자본론』 읽기,T14423,,unassigned,no_shared_vocabulary,
https://openalex.org/W2971647546,Особенности профилактики и лечения спаечного процесса у пациенток с хроническими воспалительными заболеваниями органов малого таза,T14423,T14423.C03,propose_split,,0.15321861620765317
https://openalex.org/W2973027311,Свобода у пошуку вічної правди,T14423,,unassigned,no_shared_vocabulary,
https://openalex.org/W2977949880,"29) 先天性心疾患の術後心電図変化, 特にその血行動態との関連について : 第14回日本循環器学会中国四国地方会",T14423,T14423.C03,propose_split,,0.135340795920424
https://openalex.org/W2979100320,警察庁、法務省及び厚生労働省の三省庁の合意に基づく「不法就労等外国人対策について」の取りまとめについて,T14423,,unassigned,no_shared_vocabulary,
https://openalex.org/W2979842157,دراسة تحليلية لواقع التنمية المستدامة في الجزائر من منظور اقتصادي خلال الفترة 2005-2016,T14423,T14423.C03,propose_split,,0.2869769998732512
https://openalex.org/W2982346081,Чехословакия на Парижской мирной конференции,T14423,T14423.C02,propose_split,,0.7128203155678268
https://openalex.org/W2983297137,SIP 自動走行システムにおけるコネクテッド・ビークルへの取り組み,T14423,,unassigned,no_shared_vocabulary,
https://openalex.org/W2986362773,توجهات التكنولوجيا المالية على ضوء تجارب شركات ناجحة,T14423,T14423.C03,propose_split,,0.12509145597571147
https://openalex.org/W300108864,超高層エレベータの生理心理的問題の検討:その2. エレベータ移動時の生理的反応と環境改善,T14423,T14423.C03,propose_split,,0.135340795920424
https://openalex.org/W3004834202,ルイス酸-ホスフィン複合系試薬によるイミノ酢酸エステルの反応 | 文献情報 | J-GLOBAL 科学技術総合リンクセンター,T14423,,unassigned,no_shared_vocabulary,
https://openalex.org/W3008070585,В Украине начинают устанавливать зарядные станции для электромобилей,T14423,T14423.C03,propose_split,,0.135340795920424
https://openalex.org/W3030738962,胰腺炎灌肠方法的改进,T14423,,unassigned,no_shared_vocabulary,
https://openalex.org/W3031182377,氯胺酮预防麻醉诱导中芬太尼诱发咳嗽的半数有效剂量,T14423,,unassigned,no_shared_vocabulary,
https://openalex.org/W3032438910,辨证施治结合针灸治疗糖尿病神经源性膀胱的疗效观察,T14423,,unassigned,no_shared_vocabulary,
https://openalex.org/W3034961332,ФОРМИ УПРАВЛІНСЬКИХ РІШЕНЬ У ДІЯЛЬНОСТІ ТЕРИТОРІАЛЬНИХ ОРГАНІВ НАЦІОНАЛЬНОЇ ПОЛІЦІЇ УКРАЇНИ,T14423,,unassigned,no_shared_vocabulary,
https://openalex.org/W3036335204,ビッグデータ・ポリシングは何をもたらすか？ : ICT・AI 技術を活用した警察活動に関する議論の展開に向けて,T14423,,unassigned,no_shared_vocabulary,
https://openalex.org/W3080798495,덱사메타손을 담지한 올리바넘 미립자 함유 키토산-젤라틴 동결건조 지지체의 골조직공학 응용,T14423,,unassigned,no_shared_vocabulary,
https://openalex.org/W3082016359,ФУНКЦИЯ ПОЧЕК У НОВОРОЖДЕННЫХ ДЕТЕЙ,T14423,T14423.C03,propose_split,,0.12386774643393883
https://openalex.org/W3083969128,Дослідження історико-культурної спадщини як чинник становлення ідентичності особистості,T14423,,unassigned,no_shared_vocabulary,
https://openalex.org/W3085727478,Використання відпрацьованих олив для виробництва пластичних мастил.,T14423,T14423.C03,propose_split,,0.135340795920424
https://openalex.org/W3093613949,Society5.0 環境における P2M 基本命題と適用領域の拡張,T14423,,unassigned,no_shared_vocabulary,
https://openalex.org/W3094957406,‘नल चद’ उपनयस: इतहस क एक जवनत दसतवज,T14423,T14423.C03,propose_split,,0.135340795920424
https://openalex.org/W3110342345,ОБРАЗОВАТЕЛЬНЫЙ ПОТЕНЦИАЛ – ПОКАЗАТЕЛЬ КАЧЕСТВА ЖИЗНИ,T14423,,unassigned,no_shared_vocabulary,
https://openalex.org/W3111301407,논문 ( 재록 ) : 어린이의 김치 표준화에 대한 연구 (1) - 김치 섭취에 대한 의식 및 섭취실태 -,T14423,T14423.C03,propose_split,,0.16769535502702435
https://openalex.org/W3126584423,1-23 80 11 Коммуникация. Профилизация: Медиаисследования и социальная аналитика. Форма обучения: очная (дневная). Срок обучения 1 год. Е23-083/уч,T14423,T14423.C03,propose_split,,0.1498604339332361
https://openalex.org/W3127650922,한국농어촌공사 물관리전문학교 소개,T14423,,unassigned,no_shared_vocabulary,
https://openalex.org/W3129992517,海外のガスタービン ABBアルストムパワー(UK)社のラインアップと販売戦略,T14423,,unassigned,no_shared_vocabulary,
https://openalex.org/W3135063935,ステップIIの結果を活用した指導事例 (特集 多様な学び方の子どもの指導に役立つアセスメントツール「LD-SKAIP」),T14423,T14423.C04,propose_split,,0.9986686398262994
https://openalex.org/W3152531430,دور المعلومات الإحصائية في اتخاذ القرارات الإدارية بالمؤسسة,T14423,T14423.C03,propose_split,,0.20213124838626803
https://openalex.org/W3153742270,수중불분리성 폴리머 모르타르를 사용한 하수박스 내 단면보수 방법(FRUS 공법)에 대한 고찰,T14423,T14423.C03,propose_split,,0.14524074230147344
https://openalex.org/W3158475873,台灣中小型預拌混凝土業經營模式探討 ─以 G 公司為例,T14423,,unassigned,no_shared_vocabulary,
https://openalex.org/W3160117388,ダイカストの欠陥・不良対策に役立つ最新技術 ハイサイクル化に対応する新ダイカスト金型材料,T14423,,unassigned,no_shared_vocabulary,
https://openalex.org/W3160587587,普遍的地下熱エネルギー利用促進に向けた総合設計手法構築の試み-総合設計(オーバーオールシステムデザイン)の再定義,T14423,,unassigned,no_shared_vocabulary,
https://openalex.org/W3161713813,康德的“根本恶”思想与自由理论,T14423,,unassigned,no_shared_vocabulary,
https://openalex.org/W3167963283,ابعاد حقوقی حمایت دیپلماتیک بریتانیا از نازنین زاغری,T14423,T14423.C03,propose_split,,0.15420672660515203
https://openalex.org/W3176043942,"脛骨骨幹部稜線は,脛骨コンポーネントの内外反設置の有用な指標となるか?~同一個体における左右差の評価~",T14423,,unassigned,no_shared_vocabulary,
https://openalex.org/W3176622296,Совершенствование помольных агрегатов с использованием предизмельчения.,T14423,T14423.C03,propose_split,,0.135340795920424
https://openalex.org/W3180099483,곱셈 지도에 관한 고찰,T14423,T14423.C03,propose_split,,0.19939645405581366
https://openalex.org/W3182021987,기상인자와 비정상성 빈도해석 모형을 이용한 낙동강유역의 계절강수량 전망,T14423,T14423.C03,propose_split,,0.18420528464624036
https://openalex.org/W3183121927,セレンと新型コロナウイルスの研究進展【JST・京大機械翻訳】,T14423,T14423.C01,propose_split,,1.0000000000000002
https://openalex.org/W3183926524,결과적 가중범의 본질과 직접성의 원칙,T14423,,unassigned,no_shared_vocabulary,
https://openalex.org/W3186838808,보건복지전담 공무원과 민간 보건복지종사자의 교육요구 비교,T14423,,unassigned,no_shared_vocabulary,
https://openalex.org/W3190755314,非細胞変性効果を持つ基本標的細胞限定ウイルス動力学モデルに対する準定常状態近似【JST・京大機械翻訳】,T14423,T14423.C01,propose_split,,1.0000000000000002
https://openalex.org/W3196063993,建築外部空間における「リラクゼーション」に関する研究,T14423,,unassigned,no_shared_vocabulary,
https://openalex.org/W3196948058,O-015 薬物依存症患者の回復過程における生活習慣の意味に関する研究 ダルクにおける参加観察を通して,T14423,,unassigned,no_shared_vocabulary,
https://openalex.org/W3198807260,同志との学び合い : ALT同士、JTE同士による質的ペアディスカッション手法,T14423,,unassigned,no_shared_vocabulary,
https://openalex.org/W3210285256,超音波非破壊試験のシミュレーションのためのGTAW溶接のマクロ構造を予測するための現実的モデル【JST・京大機械翻訳】,T14423,T14423.C01,propose_split,,1.0000000000000002
https://openalex.org/W3213032342,تحلیل کاپیولای مناسب برای مدلسازی ساختار وابستگی دادههای تاخیر تروپسفری در بخش کوهستانی اروپای مرکزی,T14423,T14423.C03,propose_split,,0.2979708551752225
https://openalex.org/W3213706205,معوقات دمج الأطفال التوحديين بالمدارس الابتدائية من وجهة نظر المعلمين (دراسة ميدانية بالمدارس الابتدائية بغرداية),T14423,T14423.C03,propose_split,,0.2100788047720533
https://openalex.org/W335758834,27 Aux/IAA リプレッサーとオーキシン初期応答遺伝子発現に対するオーキシンの信号伝達阻害剤 yokonolide B の作用,T14423,,unassigned,no_shared_vocabulary,
https://openalex.org/W347581630,"G601 渦糸ソリトンによる高速火炎伝播メカニズムの検証(GS6 反応を伴う流れ,一般セッション)",T14423,T14423.C03,propose_split,,0.135340795920424
https://openalex.org/W348588249,26a-ZD-6 内殻励起に伴うBaF_2での光増幅の可能性,T14423,,unassigned,no_shared_vocabulary,
https://openalex.org/W351315685,老人福祉施設における身体的ケアの新しい試み (特集 老人福祉施設におけるケアの実態と問題点),T14423,T14423.C04,propose_split,,0.9986686398262994
https://openalex.org/W352818217,不治の病とたたかう妻に寄り添って 介護 (特集 私の休職体験),T14423,T14423.C04,propose_split,,0.9986686398262994
https://openalex.org/W357891818,"P1-289 原因不明の下腹痛に対する腹腔鏡下手術の適応(Group 39 腫瘍・その他II,一般演題,講演要旨,第58回日本産科婦人科学会学術講演会)",T14423,,unassigned,no_shared_vocabulary,
https://openalex.org/W361191970,ゲノム解析による2型糖尿病感受性遺伝子の解明 (第5土曜特集 メタボリックシンドローム時代の糖尿病研究の最前線) -- (ゲノム解析:糖尿病原因遺伝子),T14423,T14423.C03,propose_split,,0.135340795920424
https://openalex.org/W362599442,大学体育の貢献性--熊本工業大学の学生・教職員・地域住民のニーズをもとに,T14423,,unassigned,no_shared_vocabulary,
https://openalex.org/W363675151,「震災と教育」の教育課程 (特集 子どもとつくる教育課程) -- (3・11と向き合う教育課程),T14423,T14423.C04,propose_split,,0.9986686398262994
https://openalex.org/W364939141,マツダ㈱宇品(うじな)工場の見学報告 : 第440回大阪支部技術研究会外部研修会について,T14423,,unassigned,no_shared_vocabulary,
https://openalex.org/W365823862,制癌剤(mitomycin-C)の催奇形効果,T14423,,unassigned,no_shared_vocabulary,
